Id,Hazard
6,2.73590278625
7,5.7964515686
8,6.77205562592
9,2.74341130257
10,3.44380021095
11,3.91004872322
13,5.29351139069
14,2.10660886765
16,3.20571923256
17,3.27670884132
18,5.13696432114
20,3.83140158653
27,6.5925321579
28,4.3531703949
29,2.49656105042
30,3.14801430702
34,3.86039090157
35,4.47708272934
36,3.75499987602
37,3.01726102829
38,3.01771497726
40,3.70260047913
42,4.12220859528
46,3.70244407654
47,3.79735994339
48,4.27175092697
49,6.70230913162
51,6.13310575485
52,4.6378288269
53,1.76582813263
54,2.73229384422
55,2.14963579178
56,5.87128543854
57,2.14291524887
60,5.54947757721
61,2.11997556686
64,5.93999290466
65,4.19447231293
66,4.45239162445
68,5.02036476135
70,3.14532637596
71,2.49591588974
75,2.42866611481
76,3.60179209709
78,5.69632768631
80,3.35289287567
81,5.30878973007
82,3.49646353722
83,4.21033668518
85,2.15576028824
86,2.56323385239
87,3.51582193375
89,3.57572507858
90,4.10852622986
91,4.00530147552
92,4.45383787155
95,3.27723002434
97,5.2276673317
99,2.70179247856
101,4.32989597321
102,3.98510122299
103,3.30075120926
104,4.4320230484
107,4.45850467682
108,3.04492259026
111,2.79428458214
112,6.25509357452
115,6.26018714905
119,3.01852917671
121,3.61269712448
124,3.36570072174
128,5.08697223663
130,5.041223526
131,5.64761590958
133,5.26246166229
134,4.6025390625
137,3.77817249298
138,4.03520679474
142,5.18586492538
143,4.77655792236
144,7.75156545639
145,4.59368801117
147,3.63495922089
148,4.32410144806
152,2.56746482849
154,11.8075151443
158,2.97253537178
159,3.6220498085
160,5.42889928818
161,4.74141454697
164,1.74949872494
165,3.27213525772
166,2.25878238678
167,2.92916536331
169,3.72819209099
170,4.94978284836
171,4.65811252594
175,2.7863471508
177,3.87611341476
178,6.32812404633
180,7.82009744644
182,2.86948299408
184,6.58841943741
185,5.2335267067
186,3.41043066978
190,3.68357658386
191,3.8853931427
192,2.3804268837
195,4.88700723648
196,5.25088787079
197,3.71269345284
198,4.22474193573
199,6.16172933578
200,3.58890414238
204,2.5694732666
205,4.46331882477
207,2.35730409622
208,3.23547935486
209,7.23791742325
211,6.29042577744
216,5.16537809372
217,1.82547402382
220,3.93100500107
223,5.37640523911
224,4.90929079056
230,3.0679769516
232,4.09584140778
235,2.91201615334
236,5.15814256668
238,3.28388738632
240,2.78459477425
242,4.32539081573
244,3.19112086296
245,3.78755712509
248,4.40558433533
251,3.47793197632
256,2.94798469543
258,7.70565032959
259,4.68206644058
261,4.85799360275
267,4.51019620895
268,3.52482819557
270,5.12778282166
272,7.2787938118
273,2.32501125336
275,1.51249492168
276,3.06281208992
277,5.73234701157
279,3.43993759155
283,4.51962518692
284,4.79370069504
286,3.26492667198
287,4.5248913765
288,2.58347988129
289,6.35632705688
292,3.52211022377
293,4.39090108871
295,3.93358898163
297,3.30182051659
301,5.29863595963
303,3.52633738518
304,3.20523476601
305,2.25992774963
308,3.49093651772
309,4.07607364655
313,3.3458006382
314,4.95419549942
315,4.17821455002
316,3.09434056282
318,4.69833421707
320,5.19228076935
324,3.98113059998
325,3.76550006866
326,2.91395926476
327,3.45886540413
328,5.84513616562
332,4.24266815186
333,6.18805742264
336,3.41707658768
339,3.88939523697
340,4.36852550507
342,3.65199875832
344,6.72386074066
345,3.7114315033
346,3.66928505898
349,4.8914899826
353,4.58743619919
355,4.35459804535
360,2.6697909832
363,3.67881441116
366,3.33095264435
367,3.47354912758
369,4.55428743362
371,5.30182170868
372,2.58577466011
374,2.5178155899
375,2.79174971581
378,2.95305919647
379,2.05706095695
381,4.29493331909
382,2.90990257263
384,3.52435469627
385,2.77298736572
387,4.50538349152
388,2.90739560127
389,5.52111101151
390,4.15972614288
393,4.02881908417
394,6.1906542778
395,3.59168291092
397,2.58188390732
398,5.87953233719
399,4.15305519104
403,3.78805685043
404,2.45997571945
406,2.99720978737
407,2.78482031822
410,1.41612970829
411,2.85771751404
412,1.82391655445
413,4.84355592728
417,4.2147898674
419,3.3685836792
422,5.70796442032
425,2.7829580307
426,4.62014102936
427,5.18900966644
432,2.8355255127
434,3.38809394836
437,2.92291998863
438,3.31781101227
440,6.43518543243
441,5.14189195633
443,1.9512360096
445,4.71050405502
447,3.44779515266
449,3.0880522728
450,3.94288492203
451,3.69650745392
453,4.55339193344
455,2.48656702042
456,4.07763004303
459,4.60690689087
461,3.11975121498
463,3.89398622513
466,5.5077624321
467,2.64253354073
469,3.34758329391
470,4.42591667175
472,4.15892314911
477,4.2878780365
481,2.05214214325
485,3.84964942932
492,3.19935655594
494,3.50566029549
497,3.57116675377
503,3.38968086243
504,5.08255147934
507,5.71648693085
509,3.39766263962
511,5.47464370728
512,3.33888626099
513,3.04479146004
516,5.62276506424
517,2.32486963272
518,3.1507370472
522,4.69758462906
525,2.74985146523
526,3.09585762024
527,8.77724456787
529,2.65134501457
534,5.86463546753
538,1.8714543581
540,5.13725757599
541,1.71544742584
542,5.42663288116
543,7.47069501877
544,5.10959672928
546,2.33149576187
547,3.04697227478
550,2.9655649662
554,3.90519022942
556,2.13418531418
558,3.35668778419
559,2.33840656281
560,3.93573927879
564,3.90976262093
565,2.55931735039
566,4.40252685547
567,5.53893661499
568,4.33599376678
570,3.61784863472
571,5.37552309036
575,3.7386932373
576,6.61519813538
585,2.55067110062
586,4.55711746216
589,2.77265930176
590,4.13730144501
591,4.08500576019
593,3.41433882713
594,3.21011781693
595,2.89651942253
596,3.55964136124
597,4.11150741577
598,2.50431466103
599,3.82773923874
600,4.55215740204
601,3.55235648155
609,3.65439772606
613,4.65466785431
619,6.04334831238
620,4.41564464569
621,7.27402257919
622,4.20977306366
623,2.39046382904
625,4.05247306824
626,2.95324254036
628,2.58098101616
629,4.51755475998
633,4.5916056633
634,3.55450820923
635,8.95893955231
636,3.22549033165
637,3.91266942024
638,3.51317691803
639,3.39318871498
640,4.362616539
643,4.09512138367
645,2.20326900482
646,4.70325660706
647,2.46762514114
649,3.07196259499
650,3.07441329956
654,4.73188591003
656,2.16059827805
657,4.07755661011
661,4.5910320282
662,3.07784152031
663,4.48279523849
664,3.46560764313
667,3.85959458351
668,3.60227251053
672,2.31795501709
673,3.36385059357
675,4.38041734695
676,2.788667202
677,3.76297593117
678,4.55794143677
679,4.95032119751
682,2.33125305176
684,3.17180681229
686,3.97714304924
687,6.17675113678
688,3.41259694099
689,3.26655554771
690,3.5154633522
691,4.77217054367
693,4.0671172142
694,3.28009748459
695,2.86357855797
696,2.9431438446
699,4.71502828598
702,6.52083587646
703,2.80339932442
704,2.28016328812
705,2.55847740173
708,3.74126267433
709,3.4935863018
710,4.55261230469
711,4.00989198685
712,4.17003917694
713,4.96705818176
714,5.86720895767
724,4.84285497665
725,3.52915143967
727,1.74548637867
729,3.87141227722
731,5.02317476273
732,3.56898021698
735,5.23448419571
736,4.00158643723
738,4.66478252411
739,3.70255494118
741,3.93619060516
744,2.876039505
745,3.30607748032
749,3.82163333893
750,3.91219043732
753,3.52785253525
754,3.34742903709
756,2.83046269417
759,4.38465881348
763,2.73688936234
764,2.3086605072
765,5.15933895111
770,4.8135676384
773,3.64292359352
774,3.73044776917
778,3.06448817253
780,3.56610441208
781,6.24525260925
783,12.0210914612
784,2.57884430885
790,3.41740775108
791,3.70891308784
792,3.34303069115
793,2.57514262199
794,3.72853899002
795,3.04788899422
796,3.45626163483
801,5.27385997772
802,4.57249593735
805,5.10408782959
808,3.88425517082
809,4.0526266098
813,3.73475265503
814,6.98446798325
815,1.45319104195
816,4.86259889603
817,1.99434697628
821,2.4756398201
822,2.88831162453
823,3.41946721077
825,3.54360771179
826,3.74558019638
830,1.75971925259
832,3.27106571198
833,3.69377374649
835,2.87144470215
837,2.53458285332
838,2.30290985107
839,3.00947904587
841,4.23736858368
842,1.7830619812
844,4.67084693909
853,2.7198331356
855,4.07459926605
858,3.99072694778
859,3.0223326683
860,3.2599105835
861,3.13907551765
862,2.49935054779
868,2.84925794601
869,6.75017929077
874,5.07911682129
875,3.0713596344
877,3.9599916935
879,3.40737748146
885,4.13886022568
886,3.57695293427
887,3.76223158836
892,4.49654579163
894,3.09304642677
896,4.61683034897
898,2.27423143387
899,4.12801551819
900,3.69253873825
901,2.6531085968
903,4.20758914948
904,8.21677017212
906,3.46264028549
907,4.94346475601
908,3.26104569435
909,2.39119410515
915,3.07687783241
916,5.90833950043
917,4.00588130951
921,2.61320519447
922,4.52430677414
923,5.26209831238
924,4.06884765625
927,4.10091018677
929,2.53721141815
932,2.75710368156
934,2.20406007767
935,6.53679990768
937,4.66338968277
940,3.41693925858
944,5.06712055206
946,4.80797624588
948,5.36583137512
950,5.88086175919
952,3.6060500145
953,4.37568092346
956,2.67547774315
959,3.25927352905
960,4.32092094421
961,3.15831017494
962,5.54466581345
966,4.01344490051
968,4.51874637604
969,3.56501722336
971,3.72842955589
972,3.84356951714
978,2.62858653069
983,4.73682308197
984,5.45785427094
985,4.37879371643
